"ORIGINAL_CRIME_TYPE_NAME","TIME","MONTH","COUNT(*)"
"Mentally Disturbed","09","12",122
"Threats / Harassment","22","12",57
"Auto Boost / Strip","09","12",119
"Traf Violation Tow","14","12",67
"Burglary","09","12",108
"Stolen Vehicle","21","12",55
"Traf Violation Cite","04","12",51
"Assault / Battery","17","12",130
"Veh Accident","11","12",74
"Noise Nuisance","11","12",55
"Petty Theft","15","12",184
"Vandalism","17","12",71
"Drugs","10","12",75
"Veh Accident","09","12",50
"Fraud","08","12",24
"Threats / Harassment","23","12",58
"Threats / Harassment","05","12",19
"Traf Violation Tow","03","12",14
"Vandalism","04","12",16
"Burglary","02","12",23
"Traffic Stop","17","11",1598
"Petty Theft","23","11",42
"Traf Violation Cite","20","11",166
"Drugs","20","11",61
"Suspicious Person","19","11",431
"Burglary","19","11",56
"Traf Violation Tow","18","11",85
"Fight No Weapon","09","11",155
"Traf Violation Cite","09","11",267
"Vandalism","09","11",71
"Mentally Disturbed","14","11",143
"Drugs","13","11",105
"Threats / Harassment","13","11",85
"Threats / Harassment","08","11",49
"Vandalism","16","11",81
"Traf Violation Cite","16","11",205
"Suspicious Person","16","11",722
"Drugs","07","11",32
"Drugs","16","11",100
"Traf Violation Tow","07","11",68
"Assault / Battery","07","11",61
"Drugs","21","11",56
"Auto Boost / Strip","12","11",184
"Trespasser","06","11",205
"Traffic Stop","05","11",174
"Stolen Vehicle","05","11",17
"Noise Nuisance","03","11",175
"Fraud","15","11",85
"Traf Violation Cite","10","11",225
"Noise Nuisance","02","11",291
"Fight No Weapon","02","11",160
"Trespasser","19","11",180
"Auto Boost / Strip","10","11",158
"Suspicious Vehicle","10","11",197
"Suspicious Person","01","11",256
"Noise Nuisance","01","11",307
"Suspicious Vehicle","01","11",203
"Fraud","18","11",27
"Assault / Battery","10","11",99
"Threats / Harassment","01","11",25
"Traf Violation Cite","02","11",32
"Drugs","01","11",22
"Mentally Disturbed","00","11",55
"Noise Nuisance","16","11",71
"Fight No Weapon","05","11",85
"Homeless Complaint","03","11",103
"Fraud","08","11",27
"Vandalism","15","11",85
"Suspicious Vehicle","04","11",104
"Burglary","17","11",60
"Petty Theft","03","11",19
"Noise Nuisance","08","11",40
"Homeless Complaint","21","11",201
"Vandalism","02","11",32
"Vandalism","04","11",32
"Petty Theft","20","10",113
"Vandalism","19","10",74
"Suspicious Vehicle","19","10",267
"Auto Boost / Strip","23","10",228
"Vandalism","23","10",69
"Threats / Harassment","23","10",48
"Suspicious Vehicle","22","10",356
"Auto Boost / Strip","22","10",286
"Traf Violation Cite","21","10",161
"Traf Violation Cite","20","10",215
"Vandalism","11","10",66
"Traf Violation Cite","07","10",236
"Noise Nuisance","07","10",62
"Drugs","21","10",67
"Fraud","11","10",83
"Vandalism","06","10",27
"Homeless Complaint","10","10",700
"Traf Violation Cite","10","10",267
"Assault / Battery","06","10",43
"Threats / Harassment","06","10",33
"Traffic Stop","14","10",905
"Trespasser","10","10",214
"Well Being Check","02","10",155
"Suspicious Vehicle","02","10",172
"Traf Violation Cite","17","10",288
"Trespasser","17","10",257
"Suspicious Person","13","10",738
"Fight No Weapon","02","10",238
"Trespasser","13","10",208
"Audible Alarm","13","10",241
"Suspicious Vehicle","00","10",278
"Suspicious Person","00","10",395
"Noise Nuisance","00","10",540
"Suspicious Vehicle","08","10",149
"Traffic Stop","00","10",736
"Traffic Stop","12","10",800
"Well Being Check","12","10",255
"Petty Theft","12","10",188
"Fraud","12","10",74
"Traf Violation Tow","16","10",105
"Threats / Harassment","17","10",78
"Homeless Complaint","17","10",395
"Stolen Vehicle","09","10",134
"Trespasser","16","10",193
"Assault / Battery","16","10",153
"Burglary","19","10",59
"Auto Boost / Strip","12","10",229
"Homeless Complaint","15","10",388
"Petty Theft","18","10",175
"Assault / Battery","04","10",28
"Suspicious Vehicle","04","10",90
"Drugs","05","10",12
"Stolen Vehicle","04","10",14
"Burglary","03","10",35
"Mentally Disturbed","23","10",82
"Well Being Check","06","10",123
"Stolen Vehicle","06","10",26
"Petty Theft","05","10",26
"Noise Nuisance","12","10",42
"Threats / Harassment","03","10",15
"Audible Alarm","00","09",244
"Assault / Battery","00","09",95
"Well Being Check","00","09",189
"Traf Violation Cite","22","09",124
"Traffic Stop","16","09",1836
"Suspicious Person","16","09",802
"Audible Alarm","16","09",257
"Assault / Battery","10","09",100
"Audible Alarm","10","09",250
"Auto Boost / Strip","21","09",233
"Traffic Stop","21","09",758
"Fight No Weapon","16","09",213
"Stolen Vehicle","21","09",52
"Assault / Battery","15","09",163
"Suspicious Person","09","09",471
"Audible Alarm","09","09",290
"Petty Theft","15","09",219
"Veh Accident","15","09",80
"Suspicious Vehicle","09","09",177
"Traf Violation Tow","20","09",71
"Homeless Complaint","20","09",269
"Fight No Weapon","14","09",218
"Suspicious Person","14","09",753
"Auto Boost / Strip","09","09",126
"Stolen Vehicle","14","09",81
"Mentally Disturbed","14","09",187
"Mentally Disturbed","08","09",155
"Traf Violation Cite","08","09",288
"Stolen Vehicle","19","09",63
"Traf Violation Tow","08","09",72
"Suspicious Person","18","09",674
"Trespasser","18","09",220
"Mentally Disturbed","18","09",184
"Suspicious Person","13","09",811
"Traffic Stop","13","09",956
"Suspicious Person","06","09",181
"Stolen Vehicle","18","09",83
"Traffic Stop","12","09",1052
"Assault / Battery","06","09",37
"Burglary","06","09",43
"Noise Nuisance","05","09",96
"Noise Nuisance","12","09",54
"Trespasser","05","09",120
"Suspicious Vehicle","04","09",94
"Trespasser","23","09",175
"Traf Violation Cite","17","09",282
"Traf Violation Tow","17","09",68
"Burglary","04","09",23
"Noise Nuisance","03","09",220
"Traffic Stop","03","09",146
"Auto Boost / Strip","23","09",209
"Trespasser","11","09",196
"Auto Boost / Strip","11","09",193
"Suspicious Vehicle","11","09",189
"Stolen Vehicle","11","09",102
"Well Being Check","15","09",299
"Drugs","01","09",17
"Mentally Disturbed","19","09",136
"Fraud","14","09",108
"Vandalism","21","09",65
"Petty Theft","05","09",20
"Traf Violation Cite","04","09",48
"Fraud","16","09",70
"Trespasser","02","09",115
"Veh Accident","02","09",11
"Burglary","01","09",31
"Burglary","02","09",28
"Drugs","10","09",96
"Threats / Harassment","18","09",93
"Veh Accident","09","09",55
"Threats / Harassment","08","09",54
"Homeless Complaint","21","09",254
"Burglary","05","09",34
"Traf Violation Cite","02","09",56
"Vandalism","09","09",74
"Assault / Battery","07","09",61
"Homeless Complaint","03","09",69
"Burglary","17","09",61
"Suspicious Person","19","08",649
"Trespasser","15","08",232
"Threats / Harassment","15","08",110
"Assault / Battery","15","08",144
"Trespasser","09","08",244
"Well Being Check","09","08",216
"Suspicious Vehicle","09","08",179
"Homeless Complaint","14","08",422
"Noise Nuisance","14","08",62
"Traf Violation Cite","14","08",192
"Audible Alarm","08","08",318
"Trespasser","18","08",199
"Auto Boost / Strip","18","08",193
"Mentally Disturbed","18","08",168
"Veh Accident","08","08",50
"Suspicious Person","13","08",919
"Suspicious Vehicle","23","08",341
"Drugs","13","08",111
"Petty Theft","17","08",185
"Assault / Battery","13","08",113
"Mentally Disturbed","17","08",190
"Fight No Weapon","12","08",188
"Noise Nuisance","22","08",417
"Fraud","16","08",85
"Traf Violation Cite","16","08",248
"Fight No Weapon","16","08",221
"Vandalism","11","08",64
"Suspicious Person","21","08",363
"Traffic Stop","16","08",1960
"Auto Boost / Strip","16","08",190
"Noise Nuisance","16","08",62
"Traf Violation Tow","11","08",78
"Vandalism","23","08",58
"Assault / Battery","07","08",56
"Auto Boost / Strip","07","08",76
"Suspicious Vehicle","17","08",311
"Noise Nuisance","11","08",46
"Drugs","21","08",67
"Assault / Battery","20","08",127
"Fraud","20","08",44
"Traffic Stop","06","08",199
"Traf Violation Tow","06","08",34
"Suspicious Person","05","08",109
"Auto Boost / Strip","05","08",43
"Suspicious Person","03","08",169
"Suspicious Person","02","08",205
"Traffic Stop","01","08",399
"Traf Violation Tow","18","08",111
"Burglary","14","08",71
"Noise Nuisance","13","08",52
"Audible Alarm","06","08",238
"Traffic Stop","05","08",182
"Traffic Stop","04","08",229
"Drugs","04","08",11
"Assault / Battery","01","08",94
"Fight No Weapon","07","08",100
"Homeless Complaint","21","08",183
"Vandalism","03","08",40
"Petty Theft","00","08",42
"Traf Violation Tow","01","08",37
"Traf Violation Cite","02","08",59
"Homeless Complaint","02","08",64
"Drugs","02","08",17
"Homeless Complaint","00","08",115
"Vandalism","06","08",28
"Veh Accident","23","08",27
"Suspicious Vehicle","21","07",221
"Trespasser","21","07",206
"Petty Theft","23","07",57
"Well Being Check","23","07",231
"Well Being Check","08","07",199
"Audible Alarm","08","07",343
"Suspicious Person","08","07",405
"Assault / Battery","21","07",132
"Well Being Check","18","07",265
"Trespasser","17","07",200
"Suspicious Person","16","07",671
"Burglary","11","07",98
"Trespasser","11","07",193
"Traffic Stop","10","07",889
"Assault / Battery","17","07",163
"Traffic Stop","13","07",937
"Vandalism","18","07",96
"Drugs","18","07",137
"Well Being Check","10","07",212
"Drugs","12","07",105
"Vandalism","00","07",58
"Auto Boost / Strip","12","07",227
"Drugs","07","07",53
"Traf Violation Tow","07","07",49
"Mentally Disturbed","23","07",77
"Assault / Battery","23","07",119
"Assault / Battery","12","07",118
"Traffic Stop","06","07",155
"Traf Violation Tow","15","07",59
"Trespasser","09","07",199
"Burglary","09","07",118
"Burglary","05","07",38
"Assault / Battery","09","07",93
"Fight No Weapon","05","07",71
"Suspicious Vehicle","05","07",63
"Vandalism","04","07",31
"Well Being Check","05","07",79
"Suspicious Person","14","07",651
"Auto Boost / Strip","14","07",212
"Suspicious Vehicle","14","07",197
"Traf Violation Cite","03","07",47
"Mentally Disturbed","11","07",174
"Audible Alarm","10","07",276
"Trespasser","18","07",194
"Fight No Weapon","09","07",176
"Stolen Vehicle","13","07",84
"Vandalism","14","07",68
"Veh Accident","19","07",56
"Drugs","06","07",18
"Fraud","20","07",41
"Mentally Disturbed","02","07",35
"Stolen Vehicle","23","07",42
"Drugs","02","07",20
"Threats / Harassment","20","07",77
"Veh Accident","00","07",20
"Fraud","09","07",38
"Noise Nuisance","23","06",475
"Stolen Vehicle","23","06",47
"Drugs","20","06",85
"Suspicious Person","20","06",371
"Petty Theft","13","06",171
"Suspicious Person","23","06",404
"Mentally Disturbed","13","06",187
"Veh Accident","20","06",47
"Traffic Stop","19","06",813
"Drugs","19","06",93
"Audible Alarm","12","06",214
"Well Being Check","19","06",262
"Traf Violation Tow","17","06",76
"Noise Nuisance","18","06",81
"Suspicious Vehicle","18","06",285
"Drugs","10","06",75
"Stolen Vehicle","10","06",91
"Auto Boost / Strip","18","06",203
"Petty Theft","16","06",183
"Mentally Disturbed","11","06",161
"Petty Theft","18","06",148
"Suspicious Person","18","06",509
"Traf Violation Tow","18","06",83
"Noise Nuisance","12","06",35
"Fraud","12","06",89
"Mentally Disturbed","12","06",186
"Audible Alarm","22","06",281
"Traffic Stop","14","06",1039
"Well Being Check","14","06",245
"Suspicious Vehicle","14","06",234
"Threats / Harassment","14","06",86
"Traf Violation Cite","14","06",162
"Traffic Stop","21","06",698
"Homeless Complaint","14","06",402
"Veh Accident","21","06",45
"Suspicious Vehicle","01","06",161
"Vandalism","01","06",43
"Traffic Stop","00","06",763
"Homeless Complaint","07","06",877
"Burglary","06","06",44
"Trespasser","06","06",233
"Suspicious Vehicle","06","06",60
"Stolen Vehicle","07","06",65
"Stolen Vehicle","08","06",78
"Petty Theft","00","06",47
"Well Being Check","05","06",101
"Audible Alarm","05","06",218
"Burglary","15","06",68
"Burglary","05","06",30
"Traffic Stop","03","06",161
"Well Being Check","03","06",119
"Well Being Check","15","06",285
"Burglary","13","06",78
"Petty Theft","17","06",168
"Traf Violation Cite","03","06",36
"Noise Nuisance","03","06",188
"Burglary","03","06",30
"Petty Theft","12","06",161
"Traf Violation Tow","06","06",38
"Auto Boost / Strip","22","06",270
"Assault / Battery","02","06",86
"Well Being Check","02","06",154
"Auto Boost / Strip","12","06",205
"Homeless Complaint","22","06",162
"Fight No Weapon","01","06",204
"Traf Violation Cite","01","06",72
"Petty Theft","21","06",95
"Mentally Disturbed","09","06",152
"Traf Violation Cite","09","06",249
"Fraud","09","06",51
"Vandalism","05","06",16
"Stolen Vehicle","04","06",11
"Drugs","22","06",63
"Burglary","04","06",15
"Burglary","07","06",57
"Traf Violation Tow","00","06",52
"Assault / Battery","08","06",82
"Threats / Harassment","09","06",66
"Stolen Vehicle","05","06",18
"Traf Violation Tow","11","05",91
"Burglary","22","05",52
"Fight No Weapon","19","05",235
"Auto Boost / Strip","18","05",221
"Traffic Stop","16","05",2336
"Traf Violation Cite","16","05",198
"Assault / Battery","21","05",120
"Traf Violation Cite","18","05",243
"Auto Boost / Strip","09","05",139
"Homeless Complaint","09","05",887
"Traf Violation Cite","09","05",206
"Assault / Battery","16","05",135
"Fraud","16","05",91
"Traffic Stop","20","05",643
"Trespasser","17","05",191
"Auto Boost / Strip","17","05",215
"Traffic Stop","17","05",2112
"Veh Accident","15","05",79
"Suspicious Person","20","05",377
"Fraud","20","05",39
"Traf Violation Cite","20","05",168
"Vandalism","17","05",69
"Threats / Harassment","17","05",80
"Suspicious Vehicle","17","05",327
"Audible Alarm","19","05",288
"Burglary","10","05",109
"Mentally Disturbed","16","05",149
"Traf Violation Cite","14","05",210
"Well Being Check","14","05",253
"Homeless Complaint","13","05",544
"Suspicious Person","13","05",797
"Traf Violation Tow","13","05",87
"Burglary","13","05",84
"Stolen Vehicle","13","05",94
"Petty Theft","12","05",196
"Traf Violation Tow","12","05",100
"Audible Alarm","23","05",242
"Vandalism","23","05",42
"Threats / Harassment","09","05",92
"Assault / Battery","04","05",32
"Audible Alarm","04","05",222
"Auto Boost / Strip","04","05",43
"Audible Alarm","03","05",215
"Suspicious Vehicle","03","05",139
"Threats / Harassment","22","05",55
"Vandalism","08","05",59
"Mentally Disturbed","02","05",45
"Suspicious Vehicle","01","05",185
"Suspicious Person","06","05",183
"Burglary","00","05",39
"Trespasser","06","05",229
"Stolen Vehicle","05","05",16
"Threats / Harassment","15","05",91
"Veh Accident","12","05",80
"Drugs","17","05",143
"Drugs","20","05",90
"Assault / Battery","19","05",133
"Fight No Weapon","05","05",77
"Threats / Harassment","02","05",25
"Petty Theft","23","05",65
"Auto Boost / Strip","00","05",114
"Auto Boost / Strip","23","05",187
"Threats / Harassment","23","05",49
"Stolen Vehicle","14","05",97
"Fraud","08","05",19
"Mentally Disturbed","04","05",30
"Stolen Vehicle","03","05",13
"Trespasser","21","04",171
"Trespasser","07","04",210
"Well Being Check","07","04",164
"Traf Violation Tow","20","04",51
"Trespasser","20","04",203
"Suspicious Person","20","04",342
"Homeless Complaint","14","04",500
"Drugs","14","04",79
"Auto Boost / Strip","14","04",182
"Traf Violation Cite","12","04",88
"Homeless Complaint","05","04",368
"Audible Alarm","19","04",291
"Audible Alarm","02","04",199
"Well Being Check","19","04",249
"Stolen Vehicle","13","04",83
"Homeless Complaint","00","04",213
"Well Being Check","00","04",184
"Threats / Harassment","19","04",98
"Petty Theft","18","04",176
"Fraud","11","04",97
"Well Being Check","04","04",77
"Suspicious Person","18","04",644
"Mentally Disturbed","10","04",146
"Traffic Stop","06","04",173
"Traf Violation Tow","23","04",35
"Suspicious Vehicle","23","04",321
"Assault / Battery","18","04",131
"Suspicious Vehicle","22","04",340
"Suspicious Vehicle","17","04",312
"Assault / Battery","17","04",125
"Veh Accident","16","04",83
"Burglary","08","04",131
"Stolen Vehicle","17","04",90
"Audible Alarm","11","04",233
"Traf Violation Tow","11","04",68
"Suspicious Person","02","04",247
"Auto Boost / Strip","21","04",208
"Assault / Battery","20","04",104
"Traf Violation Cite","16","04",46
"Audible Alarm","12","04",252
"Traffic Stop","00","04",823
"Drugs","09","04",59
"Traf Violation Tow","19","04",54
"Auto Boost / Strip","08","04",76
"Threats / Harassment","17","04",89
"Vandalism","00","04",47
"Suspicious Vehicle","05","04",62
"Traf Violation Tow","17","04",67
"Traf Violation Cite","05","04",22
"Veh Accident","11","04",64
"Fight No Weapon","03","04",91
"Fraud","22","04",20
"Threats / Harassment","08","04",40
"Veh Accident","08","04",45
"Noise Nuisance","06","04",60
"Fight No Weapon","05","04",53
"Traf Violation Tow","14","04",45
"Fraud","07","04",11
"Assault / Battery","21","03",91
"Homeless Complaint","21","03",215
"Assault / Battery","20","03",78
"Homeless Complaint","13","03",394
"Trespasser","19","03",147
"Suspicious Vehicle","17","03",227
"Homeless Complaint","19","03",257
"Auto Boost / Strip","19","03",115
"Noise Nuisance","12","03",32
"Suspicious Person","12","03",503
"Threats / Harassment","19","03",59
"Burglary","18","03",39
"Homeless Complaint","18","03",288
"Suspicious Person","16","03",530
"Audible Alarm","18","03",173
"Petty Theft","16","03",109
"Fight No Weapon","16","03",151
"Threats / Harassment","15","03",77
"Fight No Weapon","23","03",155
"Suspicious Vehicle","22","03",276
"Trespasser","22","03",149
"Suspicious Person","09","03",280
"Noise Nuisance","00","03",284
"Fight No Weapon","00","03",150
"Noise Nuisance","01","03",226
"Homeless Complaint","11","03",538
"Veh Accident","19","03",37
"Traf Violation Cite","08","03",47
"Auto Boost / Strip","22","03",164
"Drugs","19","03",39
"Vandalism","07","03",32
"Veh Accident","07","03",14
"Vandalism","21","03",39
"Burglary","07","03",59
"Noise Nuisance","17","03",47
"Burglary","06","03",31
"Assault / Battery","16","03",98
"Threats / Harassment","06","03",14
"Homeless Complaint","05","03",242
"Burglary","16","03",51
"Suspicious Vehicle","06","03",63
"Traf Violation Tow","05","03",23
"Vandalism","20","03",47
"Vandalism","16","03",55
"Audible Alarm","04","03",159
"Mentally Disturbed","04","03",21
"Petty Theft","03","03",15
"Mentally Disturbed","03","03",23
"Auto Boost / Strip","03","03",30
"Traf Violation Cite","10","03",36
"Noise Nuisance","03","03",111
"Homeless Complaint","02","03",80
"Burglary","02","03",22
"Suspicious Person","02","03",132
"Fight No Weapon","02","03",145
"Burglary","20","03",45
"Veh Accident","09","03",41
"Trespasser","02","03",77
"Fraud","10","03",45
"Stolen Vehicle","19","03",39
"Veh Accident","14","03",50
"Stolen Vehicle","23","03",21
"Assault / Battery","09","03",60
"Mentally Disturbed","22","03",74
"Traf Violation Tow","21","03",14
"Trespasser","23","02",83
"Mentally Disturbed","23","02",39
"Suspicious Person","07","02",176
"Mentally Disturbed","06","02",32
"Suspicious Vehicle","04","02",57
"Suspicious Vehicle","03","02",83
"Well Being Check","02","02",84
"Suspicious Person","15","02",412
"Well Being Check","19","02",174
"Suspicious Vehicle","19","02",148
"Auto Boost / Strip","19","02",105
"Mentally Disturbed","15","02",99
"Audible Alarm","02","02",168
"Traffic Stop","02","02",144
"Suspicious Vehicle","02","02",101
"Stolen Vehicle","19","02",40
"Audible Alarm","19","02",187
"Suspicious Person","12","02",437
"Traffic Stop","01","02",228
"Traf Violation Tow","19","02",41
"Trespasser","22","02",131
"Fight No Weapon","18","02",133
"Traf Violation Cite","11","02",44
"Auto Boost / Strip","09","02",63
"Traf Violation Cite","22","02",17
"Trespasser","18","02",134
"Mentally Disturbed","14","02",77
"Veh Accident","10","02",31
"Suspicious Person","09","02",270
"Assault / Battery","09","02",54
"Mentally Disturbed","21","02",87
"Threats / Harassment","18","02",63
"Traffic Stop","13","02",799
"Auto Boost / Strip","10","02",93
"Fight No Weapon","09","02",112
"Fraud","21","02",17
"Fight No Weapon","14","02",126
"Auto Boost / Strip","17","02",101
"Assault / Battery","17","02",92
"Burglary","12","02",48
"Fraud","17","02",33
"Noise Nuisance","04","02",77
"Well Being Check","16","02",144
"Trespasser","03","02",63
"Fight No Weapon","03","02",87
"Fight No Weapon","06","02",41
"Vandalism","16","02",50
"Mentally Disturbed","01","02",31
"Homeless Complaint","01","02",99
"Vandalism","15","02",60
"Assault / Battery","00","02",54
"Vandalism","05","02",19
"Traf Violation Cite","20","02",20
"Petty Theft","05","02",12
"Burglary","04","02",12
"Drugs","23","02",19
"Stolen Vehicle","13","02",48
"Traf Violation Tow","15","02",20
"Fight No Weapon","11","01",119
"Auto Boost / Strip","10","01",109
"Homeless Complaint","19","01",238
"Suspicious Person","17","01",389
"Homeless Complaint","09","01",676
"Trespasser","09","01",142
"Fight No Weapon","20","01",155
"Traf Violation Cite","15","01",18
"Traffic Stop","10","01",898
"Trespasser","04","01",73
"Well Being Check","03","01",66
"Traffic Stop","03","01",146
"Fraud","18","01",39
"Traffic Stop","16","01",1564
"Trespasser","19","01",146
"Suspicious Vehicle","02","01",102
"Assault / Battery","16","01",88
"Noise Nuisance","02","01",184
"Suspicious Vehicle","13","01",167
"Burglary","00","01",27
"Drugs","07","01",14
"Assault / Battery","00","01",57
"Suspicious Vehicle","07","01",75
"Well Being Check","23","01",109
"Homeless Complaint","23","01",165
"Fight No Weapon","23","01",128
"Audible Alarm","12","01",138
"Assault / Battery","12","01",77
"Trespasser","12","01",111
"Noise Nuisance","08","01",18
"Drugs","14","01",51
"Auto Boost / Strip","17","01",154
"Threats / Harassment","07","01",31
"Mentally Disturbed","21","01",68
"Drugs","17","01",40
"Fraud","17","01",63
"Suspicious Vehicle","17","01",172
"Veh Accident","22","01",23
"Suspicious Person","06","01",89
"Well Being Check","06","01",90
"Suspicious Vehicle","10","01",106
"Audible Alarm","01","01",152
"Suspicious Vehicle","01","01",130
"Traffic Stop","06","01",110
"Noise Nuisance","04","01",75
"Threats / Harassment","02","01",21
"Threats / Harassment","09","01",41
"Petty Theft","08","01",48
"Stolen Vehicle","02","01",13
"Burglary","03","01",15
"Mentally Disturbed","02","01",22
"Stolen Vehicle","15","01",58
"Mentally Disturbed","05","01",22
"Traf Violation Cite","02","01",27
"Fraud","07","01",11
"Fraud","21","01",19
"Fraud","19","12",42
"Traffic Stop","14","12",986
"Auto Boost / Strip","14","12",217
"Mentally Disturbed","08","12",102
"Audible Alarm","21","12",251
"Audible Alarm","18","12",244
"Noise Nuisance","14","12",57
"Suspicious Vehicle","20","12",187
"Well Being Check","13","12",278
"Well Being Check","07","12",147
"Suspicious Person","07","12",307
"Fight No Weapon","19","12",210
"Stolen Vehicle","13","12",91
"Noise Nuisance","19","12",123
"Fight No Weapon","06","12",66
"Auto Boost / Strip","23","12",174
"Suspicious Vehicle","23","12",298
"Suspicious Person","23","12",439
"Noise Nuisance","23","12",474
"Audible Alarm","17","12",203
"Drugs","12","12",95
"Stolen Vehicle","12","12",90
"Trespasser","05","12",134
"Audible Alarm","04","12",222
"Traffic Stop","16","12",1631
"Auto Boost / Strip","11","12",188
"Traffic Stop","02","12",240
"Mentally Disturbed","10","12",131
"Petty Theft","10","12",145
"Traf Violation Cite","15","12",198
"Suspicious Vehicle","15","12",253
"Threats / Harassment","00","12",33
"Well Being Check","23","12",213
"Trespasser","23","12",167
"Homeless Complaint","20","12",236
"Traffic Stop","15","12",1144
"Drugs","09","12",64
"Suspicious Person","14","12",664
"Threats / Harassment","09","12",57
"Mentally Disturbed","14","12",143
"Traf Violation Tow","21","12",64
"Auto Boost / Strip","18","12",166
"Drugs","14","12",87
"Noise Nuisance","13","12",66
"Mentally Disturbed","17","12",146
"Mentally Disturbed","19","12",126
"Traf Violation Cite","02","12",71
"Petty Theft","00","12",41
"Noise Nuisance","10","12",40
"Noise Nuisance","09","12",26
"Vandalism","02","12",43
"Auto Boost / Strip","02","12",56
"Drugs","01","12",19
"Threats / Harassment","11","12",75
"Vandalism","07","12",35
"Traf Violation Tow","01","12",32
"Burglary","22","12",31
"Fraud","22","12",13
"Veh Accident","07","12",21
"Stolen Vehicle","18","12",53
"Veh Accident","17","11",76
"Suspicious Vehicle","23","11",311
"Suspicious Person","22","11",404
"Suspicious Vehicle","22","11",324
"Stolen Vehicle","17","11",83
"Fight No Weapon","21","11",229
"Veh Accident","20","11",40
"Stolen Vehicle","20","11",44
"Traf Violation Cite","19","11",205
"Assault / Battery","23","11",111
"Suspicious Vehicle","18","11",266
"Traf Violation Tow","23","11",29
"Burglary","23","11",35
"Audible Alarm","09","11",291
"Suspicious Vehicle","09","11",201
"Suspicious Person","14","11",735
"Homeless Complaint","08","11",829
"Trespasser","13","11",191
"Trespasser","16","11",219
"Trespasser","07","11",246
"Veh Accident","21","11",34
"Drugs","12","11",123
"Mentally Disturbed","07","11",114
"Traffic Stop","06","11",164
"Mentally Disturbed","11","11",177
"Homeless Complaint","05","11",275
"Traffic Stop","15","11",1202
"Drugs","11","11",83
"Fight No Weapon","04","11",59
"Burglary","04","11",30
"Fight No Weapon","15","11",229
"Fraud","10","11",67
"Assault / Battery","02","11",81
"Traffic Stop","10","11",915
"Mentally Disturbed","10","11",147
"Mentally Disturbed","16","11",157
"Stolen Vehicle","06","11",25
"Threats / Harassment","05","11",26
"Traf Violation Tow","05","11",26
"Auto Boost / Strip","02","11",57
"Assault / Battery","01","11",102
"Suspicious Vehicle","07","11",127
"Veh Accident","07","11",32
"Stolen Vehicle","14","11",71
"Mentally Disturbed","23","11",78
"Auto Boost / Strip","22","11",230
"Petty Theft","04","11",23
"Veh Accident","02","11",20
"Drugs","05","11",13
"Drugs","19","10",73
"Threats / Harassment","19","10",71
"Trespasser","19","10",171
"Traffic Stop","23","10",1050
"Fight No Weapon","23","10",214
"Audible Alarm","23","10",237
"Veh Accident","22","10",39
"Burglary","22","10",51
"Veh Accident","21","10",33
"Drugs","11","10",106
"Traf Violation Cite","11","10",288
"Traffic Stop","11","10",669
"Audible Alarm","16","10",214
"Mentally Disturbed","07","10",117
"Petty Theft","07","10",52
"Assault / Battery","15","10",147
"Fight No Weapon","15","10",261
"Mentally Disturbed","15","10",177
"Mentally Disturbed","14","10",195
"Homeless Complaint","14","10",462
"Stolen Vehicle","10","10",122
"Vandalism","10","10",89
"Vandalism","05","10",25
"Fight No Weapon","05","10",64
"Suspicious Vehicle","14","10",218
"Petty Theft","14","10",187
"Audible Alarm","05","10",226
"Drugs","18","10",138
"Well Being Check","03","10",135
"Suspicious Person","17","10",836
"Traffic Stop","17","10",1708
"Suspicious Person","02","10",252
"Traf Violation Tow","17","10",87
"Fight No Weapon","17","10",267
"Assault / Battery","13","10",140
"Petty Theft","13","10",190
"Drugs","13","10",127
"Fight No Weapon","01","10",230
"Burglary","01","10",35
"Auto Boost / Strip","13","10",217
"Trespasser","12","10",191
"Trespasser","00","10",159
"Assault / Battery","23","10",131
"Vandalism","16","10",77
"Mentally Disturbed","12","10",166
"Suspicious Vehicle","12","10",251
"Auto Boost / Strip","08","10",106
"Stolen Vehicle","12","10",131
"Drugs","00","10",34
"Veh Accident","13","10",91
"Fraud","20","10",29
"Traf Violation Tow","19","10",102
"Threats / Harassment","08","10",57
"Auto Boost / Strip","16","10",192
"Burglary","06","10",35
"Burglary","05","10",35
"Homeless Complaint","18","10",351
"Noise Nuisance","15","10",57
"Threats / Harassment","01","10",31
"Threats / Harassment","21","10",64
"Threats / Harassment","20","10",68
"Auto Boost / Strip","07","10",71
"Petty Theft","06","10",35
"Vandalism","15","10",90
"Veh Accident","00","10",17
"Threats / Harassment","22","10",62
"Auto Boost / Strip","06","10",53
"Burglary","00","10",29
"Veh Accident","01","10",11
"Homeless Complaint","02","10",66
"Auto Boost / Strip","01","09",101
"Traf Violation Cite","01","09",83
"Petty Theft","00","09",41
"Noise Nuisance","22","09",469
"Suspicious Vehicle","16","09",309
"Traf Violation Tow","10","09",82
"Well Being Check","10","09",201
"Noise Nuisance","23","09",580
"Suspicious Person","21","09",378
"Mentally Disturbed","21","09",116
"Drugs","21","09",62
"Veh Accident","16","09",68
"Traffic Stop","20","09",649
"Auto Boost / Strip","20","09",210
"Suspicious Vehicle","20","09",235
"Traffic Stop","19","09",1007
"Threats / Harassment","09","09",78
"Traffic Stop","14","09",1045
"Traf Violation Tow","14","09",75
"Noise Nuisance","19","09",114
